week,visits,unique_visitors,total_pages,total_time_hours,political_score,quality_index,ad_total_size_pct
2024-W35,310465,199510,794489.999954909,133302.585,0.0,0.011924074074074077,96.23
2024-W36,382579,217228,1045812.000020129,148884.9136111111,13.88888888888889,-0.047725652173913044,81.33
2024-W37,270151,171143,1092240.000011615,111135.3563888889,4.545454545454546,0.07832112727272726,44.9
2024-W38,231195,172003,640197.000030135,62509.75666666667,9.210526315789473,-0.04414614285714287,36.35
2024-W39,320549,197164,1304835.000013671,154911.4144444444,5.0,0.052512306122448976,44.209999999999994
2024-W40,278245,192083,760990.999959579,116333.0222222222,-2.5,-0.1148653137254902,19.220000000000002
2024-W41,283921,174039,848078.000019811,100987.5947222222,0.0,0.098472,20.36
2024-W42,298934,181441,1528670.999999592,170251.7061111111,2.7777777777777777,0.1275121304347826,27.28
2024-W43,310987,171298,1273514.999987237,156495.2105555556,-3.4482758620689657,0.011074037735849057,11.27
2024-W44,262015,172197,907438.000005538,179849.0688888889,5.263157894736842,-0.06385651724137931,112.33
2024-W45,299435,206921,945659.999978785,126263.4391666667,18.75,0.039300159090909094,140.21
2024-W46,293420,194569,753468.999968223,106023.8672222222,13.461538461538462,-0.09600396296296297,28.92
2024-W47,386893,237006,1074496.000012743,164437.7944444444,-2.220446049250313e-16,-0.12664785106382978,38.230000000000004
2024-W48,285823,198901,843317.000070186,156265.5147222222,4.166666666666667,-0.05702109090909092,109.93
2024-W49,298363,217381,982179.999978781,118794.5527777778,2.1739130434782608,-0.08059555555555555,74.22999999999999
2024-W50,359981,212880,944369.999976572,131641.3897222222,2.9411764705882346,0.046758855072463766,48.85
2024-W51,306590,202581,798093.9999600151,129905.3744444444,11.29032258064516,-0.044532086206896554,87.25
2024-W52,226678,155831,893380.000023662,120718.7505555556,-2.631578947368421,0.09697302631578948,77.13
