x,y,pearson_r,spearman_r,r2_linear,r2_poly2,r2_poly3,best_fit,best_r2
quality_index,visits,-0.2149890361342211,-0.1831253408616984,0.046220285657921356,0.06058231178393203,0.06124549071767926,polynomial_deg3,0.06124549071767926
quality_index,unique_visitors,-0.1912715862107026,-0.15848137938863294,0.036584819691558246,0.04721879887270475,0.04864220223402538,polynomial_deg3,0.04864220223402538
quality_index,total_pages,-0.1991980673446528,-0.1497200306991459,0.03967987003384488,0.04804921157890574,0.05051212014336359,polynomial_deg3,0.05051212014336359
quality_index,total_time_hours,-0.22451961981958846,-0.19955530658427584,0.0504090596839325,0.06774313843931912,0.0677607640323531,polynomial_deg3,0.0677607640323531
political_score,visits,0.03525486276419864,-0.026378786147033956,0.0012429053485224495,0.004757794584394293,0.008928264545642328,polynomial_deg3,0.008928264545642328
political_score,unique_visitors,0.011087652255503998,-0.04693920371891554,0.00012293603253898944,0.002872461936346493,0.006954337273593514,polynomial_deg3,0.006954337273593514
political_score,total_pages,-0.036856300538977434,-0.06472888725099732,0.0013583868894194717,0.002063646404363073,0.007413055138145053,polynomial_deg3,0.007413055138145053
political_score,total_time_hours,-0.011397247454629469,0.01478255897110089,0.00012989724954204362,0.0015535356205189643,0.0021618565817704827,polynomial_deg3,0.0021618565817704827
